L1,ID1,L2,ID2
stateAssemblyDistrict,31,cityCouncil,28
stateAssemblyDistrict,31,cityCouncil,31
stateAssemblyDistrict,31,cityCouncil,32
stateAssemblyDistrict,24,cityCouncil,23
stateAssemblyDistrict,24,cityCouncil,24
stateAssemblyDistrict,24,cityCouncil,27
stateAssemblyDistrict,24,cityCouncil,28
stateAssemblyDistrict,24,cityCouncil,29
stateAssemblyDistrict,24,cityCouncil,32
stateAssemblyDistrict,29,cityCouncil,23
stateAssemblyDistrict,29,cityCouncil,24
stateAssemblyDistrict,29,cityCouncil,27
stateAssemblyDistrict,29,cityCouncil,28
stateAssemblyDistrict,29,cityCouncil,31
stateAssemblyDistrict,77,cityCouncil,8
stateAssemblyDistrict,77,cityCouncil,14
stateAssemblyDistrict,77,cityCouncil,15
stateAssemblyDistrict,77,cityCouncil,16
stateAssemblyDistrict,77,cityCouncil,17
stateAssemblyDistrict,61,cityCouncil,49
stateAssemblyDistrict,61,cityCouncil,50
stateAssemblyDistrict,30,cityCouncil,22
stateAssemblyDistrict,30,cityCouncil,25
stateAssemblyDistrict,30,cityCouncil,26
stateAssemblyDistrict,30,cityCouncil,29
stateAssemblyDistrict,30,cityCouncil,30
stateAssemblyDistrict,37,cityCouncil,5
stateAssemblyDistrict,37,cityCouncil,22
stateAssemblyDistrict,37,cityCouncil,26
stateAssemblyDistrict,37,cityCouncil,30
stateAssemblyDistrict,37,cityCouncil,34
stateAssemblyDistrict,37,cityCouncil,37
stateAssemblyDistrict,23,cityCouncil,28
stateAssemblyDistrict,23,cityCouncil,31
stateAssemblyDistrict,23,cityCouncil,32
stateAssemblyDistrict,23,cityCouncil,37
stateAssemblyDistrict,23,cityCouncil,42
stateAssemblyDistrict,60,cityCouncil,32
stateAssemblyDistrict,60,cityCouncil,37
stateAssemblyDistrict,60,cityCouncil,41
stateAssemblyDistrict,60,cityCouncil,42
stateAssemblyDistrict,60,cityCouncil,46
stateAssemblyDistrict,83,cityCouncil,11
stateAssemblyDistrict,83,cityCouncil,12
stateAssemblyDistrict,83,cityCouncil,13
stateAssemblyDistrict,83,cityCouncil,15
stateAssemblyDistrict,38,cityCouncil,28
stateAssemblyDistrict,38,cityCouncil,30
stateAssemblyDistrict,38,cityCouncil,32
stateAssemblyDistrict,38,cityCouncil,34
stateAssemblyDistrict,38,cityCouncil,37
stateAssemblyDistrict,54,cityCouncil,30
stateAssemblyDistrict,54,cityCouncil,32
stateAssemblyDistrict,54,cityCouncil,34
stateAssemblyDistrict,54,cityCouncil,36
stateAssemblyDistrict,54,cityCouncil,37
stateAssemblyDistrict,54,cityCouncil,41
stateAssemblyDistrict,54,cityCouncil,42
stateAssemblyDistrict,71,cityCouncil,7
stateAssemblyDistrict,71,cityCouncil,9
stateAssemblyDistrict,71,cityCouncil,10
stateAssemblyDistrict,67,cityCouncil,3
stateAssemblyDistrict,67,cityCouncil,4
stateAssemblyDistrict,67,cityCouncil,6
stateAssemblyDistrict,75,cityCouncil,2
stateAssemblyDistrict,75,cityCouncil,3
stateAssemblyDistrict,75,cityCouncil,4
stateAssemblyDistrict,75,cityCouncil,6
stateAssemblyDistrict,74,cityCouncil,1
stateAssemblyDistrict,74,cityCouncil,2
stateAssemblyDistrict,74,cityCouncil,4
stateAssemblyDistrict,74,cityCouncil,5
stateAssemblyDistrict,74,cityCouncil,33
stateAssemblyDistrict,76,cityCouncil,4
stateAssemblyDistrict,76,cityCouncil,5
stateAssemblyDistrict,76,cityCouncil,8
stateAssemblyDistrict,76,cityCouncil,22
stateAssemblyDistrict,76,cityCouncil,26
borough,Staten Island,stateSenate,23
borough,Staten Island,stateSenate,24
borough,Bronx,stateSenate,29
borough,Bronx,stateSenate,31
borough,Bronx,stateSenate,32
borough,Bronx,stateSenate,33
borough,Bronx,stateSenate,34
borough,Bronx,stateSenate,36
borough,Brooklyn,stateSenate,12
borough,Brooklyn,stateSenate,15
borough,Brooklyn,stateSenate,17
borough,Brooklyn,stateSenate,18
borough,Brooklyn,stateSenate,19
borough,Brooklyn,stateSenate,20
borough,Brooklyn,stateSenate,21
borough,Brooklyn,stateSenate,22
borough,Brooklyn,stateSenate,23
borough,Brooklyn,stateSenate,25
borough,Brooklyn,stateSenate,26
borough,Brooklyn,stateSenate,27
borough,Queens,stateSenate,10
borough,Queens,stateSenate,11
borough,Queens,stateSenate,12
borough,Queens,stateSenate,13
borough,Queens,stateSenate,14
borough,Queens,stateSenate,15
borough,Queens,stateSenate,16
borough,Queens,stateSenate,18
borough,Queens,stateSenate,19
borough,Queens,stateSenate,27
borough,Queens,stateSenate,29
borough,Queens,stateSenate,34
borough,Manhattan,stateSenate,12
borough,Manhattan,stateSenate,26
borough,Manhattan,stateSenate,27
borough,Manhattan,stateSenate,28
borough,Manhattan,stateSenate,29
borough,Manhattan,stateSenate,30
borough,Manhattan,stateSenate,31
borough,Manhattan,stateSenate,33
borough,Manhattan,stateSenate,34
stateAssemblyDistrict,52,stateSenate,20
stateAssemblyDistrict,52,stateSenate,21
stateAssemblyDistrict,52,stateSenate,25
stateAssemblyDistrict,52,stateSenate,26
stateAssemblyDistrict,63,stateSenate,23
stateAssemblyDistrict,63,stateSenate,24
stateAssemblyDistrict,70,stateSenate,29
stateAssemblyDistrict,70,stateSenate,30
stateAssemblyDistrict,70,stateSenate,31
stateAssemblyDistrict,58,stateSenate,19
stateAssemblyDistrict,58,stateSenate,20
stateAssemblyDistrict,58,stateSenate,21
stateAssemblyDistrict,43,stateSenate,20
stateAssemblyDistrict,43,stateSenate,21
stateAssemblyDistrict,43,stateSenate,25
stateAssemblyDistrict,56,stateSenate,18
stateAssemblyDistrict,56,stateSenate,20
stateAssemblyDistrict,56,stateSenate,25
stateAssemblyDistrict,56,stateSenate,26
stateAssemblyDistrict,41,stateSenate,17
stateAssemblyDistrict,41,stateSenate,19
stateAssemblyDistrict,41,stateSenate,21
stateAssemblyDistrict,41,stateSenate,22
stateAssemblyDistrict,41,stateSenate,23
stateAssemblyDistrict,65,stateSenate,26
stateAssemblyDistrict,65,stateSenate,27
stateAssemblyDistrict,66,stateSenate,26
stateAssemblyDistrict,66,stateSenate,27
stateAssemblyDistrict,66,stateSenate,28
stateAssemblyDistrict,82,stateSenate,32
stateAssemblyDistrict,82,stateSenate,34
stateAssemblyDistrict,82,stateSenate,36
stateAssemblyDistrict,53,stateSenate,12
stateAssemblyDistrict,53,stateSenate,18
stateAssemblyDistrict,53,stateSenate,26
stateAssemblyDistrict,51,stateSenate,17
stateAssemblyDistrict,51,stateSenate,20
stateAssemblyDistrict,51,stateSenate,21
stateAssemblyDistrict,51,stateSenate,22
stateAssemblyDistrict,51,stateSenate,23
stateAssemblyDistrict,51,stateSenate,25
stateAssemblyDistrict,51,stateSenate,26
stateAssemblyDistrict,68,stateSenate,28
stateAssemblyDistrict,68,stateSenate,29
stateAssemblyDistrict,68,stateSenate,30
stateAssemblyDistrict,45,stateSenate,17
stateAssemblyDistrict,45,stateSenate,19
stateAssemblyDistrict,45,stateSenate,22
stateAssemblyDistrict,45,stateSenate,23
stateAssemblyDistrict,55,stateSenate,18
stateAssemblyDistrict,55,stateSenate,19
stateAssemblyDistrict,55,stateSenate,20
stateAssemblyDistrict,55,stateSenate,25
stateAssemblyDistrict,48,stateSenate,17
stateAssemblyDistrict,48,stateSenate,22
stateAssemblyDistrict,87,stateSenate,32
stateAssemblyDistrict,87,stateSenate,33
stateAssemblyDistrict,87,stateSenate,34
stateAssemblyDistrict,80,stateSenate,33
stateAssemblyDistrict,80,stateSenate,34
stateAssemblyDistrict,80,stateSenate,36
stateAssemblyDistrict,72,stateSenate,30
stateAssemblyDistrict,72,stateSenate,31
stateAssemblyDistrict,72,stateSenate,33
stateAssemblyDistrict,72,stateSenate,34
stateAssemblyDistrict,81,stateSenate,31
stateAssemblyDistrict,81,stateSenate,33
stateAssemblyDistrict,81,stateSenate,34
stateAssemblyDistrict,81,stateSenate,36
stateAssemblyDistrict,50,stateSenate,18
stateAssemblyDistrict,50,stateSenate,25
stateAssemblyDistrict,50,stateSenate,26
stateAssemblyDistrict,50,stateSenate,27
stateAssemblyDistrict,85,stateSenate,29
stateAssemblyDistrict,85,stateSenate,32
stateAssemblyDistrict,85,stateSenate,34
stateAssemblyDistrict,28,stateSenate,10
stateAssemblyDistrict,28,stateSenate,14
stateAssemblyDistrict,28,stateSenate,15
stateAssemblyDistrict,28,stateSenate,16
stateAssemblyDistrict,32,stateSenate,10
stateAssemblyDistrict,32,stateSenate,11
stateAssemblyDistrict,32,stateSenate,14
stateAssemblyDistrict,42,stateSenate,17
stateAssemblyDistrict,42,stateSenate,19
stateAssemblyDistrict,42,stateSenate,20
stateAssemblyDistrict,42,stateSenate,21
stateAssemblyDistrict,44,stateSenate,17
stateAssemblyDistrict,44,stateSenate,20
stateAssemblyDistrict,44,stateSenate,21
stateAssemblyDistrict,64,stateSenate,22
stateAssemblyDistrict,64,stateSenate,23
stateAssemblyDistrict,64,stateSenate,24
stateAssemblyDistrict,40,stateSenate,11
stateAssemblyDistrict,40,stateSenate,13
stateAssemblyDistrict,40,stateSenate,16
stateAssemblyDistrict,57,stateSenate,18
stateAssemblyDistrict,57,stateSenate,20
stateAssemblyDistrict,57,stateSenate,21
stateAssemblyDistrict,57,stateSenate,25
stateAssemblyDistrict,57,stateSenate,26
stateAssemblyDistrict,25,stateSenate,11
stateAssemblyDistrict,25,stateSenate,13
stateAssemblyDistrict,25,stateSenate,14
stateAssemblyDistrict,25,stateSenate,15
stateAssemblyDistrict,25,stateSenate,16
stateAssemblyDistrict,27,stateSenate,10
stateAssemblyDistrict,27,stateSenate,11
stateAssemblyDistrict,27,stateSenate,13
stateAssemblyDistrict,27,stateSenate,14
stateAssemblyDistrict,27,stateSenate,15
stateAssemblyDistrict,27,stateSenate,16
stateAssemblyDistrict,35,stateSenate,11
stateAssemblyDistrict,35,stateSenate,13
stateAssemblyDistrict,35,stateSenate,15
stateAssemblyDistrict,35,stateSenate,16
stateAssemblyDistrict,62,stateSenate,24
stateAssemblyDistrict,33,stateSenate,11
stateAssemblyDistrict,33,stateSenate,14
stateAssemblyDistrict,36,stateSenate,12
stateAssemblyDistrict,36,stateSenate,13
stateAssemblyDistrict,49,stateSenate,17
stateAssemblyDistrict,49,stateSenate,20
stateAssemblyDistrict,49,stateSenate,22
stateAssemblyDistrict,49,stateSenate,23
stateAssemblyDistrict,26,stateSenate,11
stateAssemblyDistrict,26,stateSenate,16
stateAssemblyDistrict,73,stateSenate,27
stateAssemblyDistrict,73,stateSenate,28
stateAssemblyDistrict,73,stateSenate,29
stateAssemblyDistrict,59,stateSenate,15
stateAssemblyDistrict,59,stateSenate,19
stateAssemblyDistrict,59,stateSenate,21
stateAssemblyDistrict,59,stateSenate,22
stateAssemblyDistrict,34,stateSenate,12
stateAssemblyDistrict,34,stateSenate,13
stateAssemblyDistrict,34,stateSenate,15
stateAssemblyDistrict,34,stateSenate,16
stateAssemblyDistrict,39,stateSenate,12
stateAssemblyDistrict,39,stateSenate,13
stateAssemblyDistrict,39,stateSenate,15
stateAssemblyDistrict,39,stateSenate,16
stateAssemblyDistrict,46,stateSenate,22
stateAssemblyDistrict,46,stateSenate,23
stateAssemblyDistrict,47,stateSenate,17
stateAssemblyDistrict,47,stateSenate,22
stateAssemblyDistrict,47,stateSenate,23
stateAssemblyDistrict,69,stateSenate,28
stateAssemblyDistrict,69,stateSenate,29
stateAssemblyDistrict,69,stateSenate,30
stateAssemblyDistrict,69,stateSenate,31
stateAssemblyDistrict,79,stateSenate,29
stateAssemblyDistrict,79,stateSenate,32
stateAssemblyDistrict,79,stateSenate,33
stateAssemblyDistrict,84,stateSenate,29
stateAssemblyDistrict,84,stateSenate,32
stateAssemblyDistrict,84,stateSenate,34
stateAssemblyDistrict,78,stateSenate,32
stateAssemblyDistrict,78,stateSenate,33
stateAssemblyDistrict,78,stateSenate,34
stateAssemblyDistrict,78,stateSenate,36
stateAssemblyDistrict,86,stateSenate,29
stateAssemblyDistrict,86,stateSenate,31
stateAssemblyDistrict,86,stateSenate,33
stateAssemblyDistrict,31,stateSenate,10
stateAssemblyDistrict,31,stateSenate,14
stateAssemblyDistrict,31,stateSenate,15
stateAssemblyDistrict,24,stateSenate,10
stateAssemblyDistrict,24,stateSenate,11
stateAssemblyDistrict,24,stateSenate,14
stateAssemblyDistrict,24,stateSenate,16
stateAssemblyDistrict,29,stateSenate,10
stateAssemblyDistrict,29,stateSenate,11
stateAssemblyDistrict,29,stateSenate,14
stateAssemblyDistrict,77,stateSenate,29
stateAssemblyDistrict,77,stateSenate,32
stateAssemblyDistrict,77,stateSenate,33
stateAssemblyDistrict,61,stateSenate,23
stateAssemblyDistrict,61,stateSenate,24
stateAssemblyDistrict,30,stateSenate,12
stateAssemblyDistrict,30,stateSenate,13
stateAssemblyDistrict,30,stateSenate,15
stateAssemblyDistrict,30,stateSenate,16
stateAssemblyDistrict,37,stateSenate,12
stateAssemblyDistrict,37,stateSenate,15
stateAssemblyDistrict,37,stateSenate,18
stateAssemblyDistrict,37,stateSenate,27
stateAssemblyDistrict,37,stateSenate,29
stateAssemblyDistrict,23,stateSenate,10
stateAssemblyDistrict,23,stateSenate,12
stateAssemblyDistrict,23,stateSenate,15
stateAssemblyDistrict,23,stateSenate,19
stateAssemblyDistrict,60,stateSenate,12
stateAssemblyDistrict,60,stateSenate,15
stateAssemblyDistrict,60,stateSenate,18
stateAssemblyDistrict,60,stateSenate,19
stateAssemblyDistrict,60,stateSenate,20
stateAssemblyDistrict,83,stateSenate,34
stateAssemblyDistrict,83,stateSenate,36
stateAssemblyDistrict,38,stateSenate,10
stateAssemblyDistrict,38,stateSenate,12
stateAssemblyDistrict,38,stateSenate,15
stateAssemblyDistrict,38,stateSenate,18
stateAssemblyDistrict,38,stateSenate,19
stateAssemblyDistrict,54,stateSenate,12
stateAssemblyDistrict,54,stateSenate,18
stateAssemblyDistrict,54,stateSenate,19
stateAssemblyDistrict,54,stateSenate,25
stateAssemblyDistrict,71,stateSenate,30
stateAssemblyDistrict,71,stateSenate,31
stateAssemblyDistrict,67,stateSenate,27
stateAssemblyDistrict,67,stateSenate,28
stateAssemblyDistrict,67,stateSenate,29
stateAssemblyDistrict,67,stateSenate,30
stateAssemblyDistrict,67,stateSenate,31
stateAssemblyDistrict,75,stateSenate,27
stateAssemblyDistrict,75,stateSenate,28
stateAssemblyDistrict,75,stateSenate,29
stateAssemblyDistrict,75,stateSenate,31
stateAssemblyDistrict,74,stateSenate,18
stateAssemblyDistrict,74,stateSenate,26
stateAssemblyDistrict,74,stateSenate,27
stateAssemblyDistrict,74,stateSenate,28
stateAssemblyDistrict,74,stateSenate,29
stateAssemblyDistrict,76,stateSenate,12
stateAssemblyDistrict,76,stateSenate,27
stateAssemblyDistrict,76,stateSenate,28
stateAssemblyDistrict,76,stateSenate,29
borough,Staten Island,cityCouncil,49
borough,Staten Island,cityCouncil,50
borough,Staten Island,cityCouncil,51
borough,Bronx,cityCouncil,8
borough,Bronx,cityCouncil,10
borough,Bronx,cityCouncil,11
borough,Bronx,cityCouncil,12
borough,Bronx,cityCouncil,13
borough,Bronx,cityCouncil,14
borough,Bronx,cityCouncil,15
borough,Bronx,cityCouncil,16
borough,Bronx,cityCouncil,17
borough,Bronx,cityCouncil,18
borough,Bronx,cityCouncil,22
borough,Brooklyn,cityCouncil,1
borough,Brooklyn,cityCouncil,2
borough,Brooklyn,cityCouncil,4
borough,Brooklyn,cityCouncil,30
borough,Brooklyn,cityCouncil,32
borough,Brooklyn,cityCouncil,33
borough,Brooklyn,cityCouncil,34
borough,Brooklyn,cityCouncil,35
borough,Brooklyn,cityCouncil,36
borough,Brooklyn,cityCouncil,37
borough,Brooklyn,cityCouncil,38
borough,Brooklyn,cityCouncil,39
borough,Brooklyn,cityCouncil,40
borough,Brooklyn,cityCouncil,41
borough,Brooklyn,cityCouncil,42
borough,Brooklyn,cityCouncil,43
borough,Brooklyn,cityCouncil,44
borough,Brooklyn,cityCouncil,45
borough,Brooklyn,cityCouncil,46
borough,Brooklyn,cityCouncil,47
borough,Brooklyn,cityCouncil,48
borough,Queens,cityCouncil,5
borough,Queens,cityCouncil,19
borough,Queens,cityCouncil,20
borough,Queens,cityCouncil,21
borough,Queens,cityCouncil,22
borough,Queens,cityCouncil,23
borough,Queens,cityCouncil,24
borough,Queens,cityCouncil,25
borough,Queens,cityCouncil,26
borough,Queens,cityCouncil,27
borough,Queens,cityCouncil,28
borough,Queens,cityCouncil,29
borough,Queens,cityCouncil,30
borough,Queens,cityCouncil,31
borough,Queens,cityCouncil,32
borough,Queens,cityCouncil,34
borough,Queens,cityCouncil,37
borough,Queens,cityCouncil,42
borough,Manhattan,cityCouncil,1
borough,Manhattan,cityCouncil,2
borough,Manhattan,cityCouncil,3
borough,Manhattan,cityCouncil,4
borough,Manhattan,cityCouncil,5
borough,Manhattan,cityCouncil,6
borough,Manhattan,cityCouncil,7
borough,Manhattan,cityCouncil,8
borough,Manhattan,cityCouncil,9
borough,Manhattan,cityCouncil,10
borough,Manhattan,cityCouncil,11
borough,Manhattan,cityCouncil,14
borough,Manhattan,cityCouncil,22
borough,Manhattan,cityCouncil,26
borough,Manhattan,cityCouncil,33
borough,Manhattan,cityCouncil,39
cityCouncil,1,schoolDistrict,15
cityCouncil,1,schoolDistrict,13
cityCouncil,1,schoolDistrict,1
cityCouncil,1,schoolDistrict,2
cityCouncil,2,schoolDistrict,13
cityCouncil,2,schoolDistrict,14
cityCouncil,2,schoolDistrict,1
cityCouncil,2,schoolDistrict,2
cityCouncil,3,schoolDistrict,3
cityCouncil,3,schoolDistrict,2
cityCouncil,4,schoolDistrict,14
cityCouncil,4,schoolDistrict,4
cityCouncil,4,schoolDistrict,1
cityCouncil,4,schoolDistrict,3
cityCouncil,4,schoolDistrict,2
cityCouncil,5,schoolDistrict,30
cityCouncil,5,schoolDistrict,4
cityCouncil,5,schoolDistrict,2
cityCouncil,6,schoolDistrict,4
cityCouncil,6,schoolDistrict,3
cityCouncil,6,schoolDistrict,2
cityCouncil,7,schoolDistrict,3
cityCouncil,7,schoolDistrict,5
cityCouncil,7,schoolDistrict,6
cityCouncil,8,schoolDistrict,8
cityCouncil,8,schoolDistrict,4
cityCouncil,8,schoolDistrict,7
cityCouncil,8,schoolDistrict,3
cityCouncil,8,schoolDistrict,9
cityCouncil,8,schoolDistrict,5
cityCouncil,8,schoolDistrict,2
cityCouncil,9,schoolDistrict,4
cityCouncil,9,schoolDistrict,3
cityCouncil,9,schoolDistrict,5
cityCouncil,9,schoolDistrict,6
cityCouncil,10,schoolDistrict,10
cityCouncil,10,schoolDistrict,5
cityCouncil,10,schoolDistrict,6
cityCouncil,10,schoolDistrict,10
cityCouncil,11,schoolDistrict,10
cityCouncil,11,schoolDistrict,11
cityCouncil,11,schoolDistrict,10
cityCouncil,12,schoolDistrict,10
cityCouncil,12,schoolDistrict,11
cityCouncil,13,schoolDistrict,8
cityCouncil,13,schoolDistrict,11
cityCouncil,14,schoolDistrict,10
cityCouncil,14,schoolDistrict,9
cityCouncil,14,schoolDistrict,10
cityCouncil,15,schoolDistrict,10
cityCouncil,15,schoolDistrict,12
cityCouncil,15,schoolDistrict,11
cityCouncil,15,schoolDistrict,9
cityCouncil,16,schoolDistrict,8
cityCouncil,16,schoolDistrict,10
cityCouncil,16,schoolDistrict,12
cityCouncil,16,schoolDistrict,7
cityCouncil,16,schoolDistrict,9
cityCouncil,17,schoolDistrict,8
cityCouncil,17,schoolDistrict,10
cityCouncil,17,schoolDistrict,12
cityCouncil,17,schoolDistrict,7
cityCouncil,17,schoolDistrict,9
cityCouncil,18,schoolDistrict,8
cityCouncil,18,schoolDistrict,12
cityCouncil,18,schoolDistrict,11
cityCouncil,19,schoolDistrict,25
cityCouncil,19,schoolDistrict,30
cityCouncil,19,schoolDistrict,26
cityCouncil,20,schoolDistrict,25
cityCouncil,20,schoolDistrict,26
cityCouncil,21,schoolDistrict,25
cityCouncil,21,schoolDistrict,28
cityCouncil,21,schoolDistrict,30
cityCouncil,21,schoolDistrict,24
cityCouncil,22,schoolDistrict,30
cityCouncil,22,schoolDistrict,7
cityCouncil,23,schoolDistrict,29
cityCouncil,23,schoolDistrict,26
cityCouncil,24,schoolDistrict,25
cityCouncil,24,schoolDistrict,28
cityCouncil,24,schoolDistrict,29
cityCouncil,24,schoolDistrict,26
cityCouncil,25,schoolDistrict,28
cityCouncil,25,schoolDistrict,30
cityCouncil,25,schoolDistrict,24
cityCouncil,26,schoolDistrict,30
cityCouncil,26,schoolDistrict,24
cityCouncil,27,schoolDistrict,28
cityCouncil,27,schoolDistrict,29
cityCouncil,28,schoolDistrict,28
cityCouncil,28,schoolDistrict,29
cityCouncil,28,schoolDistrict,27
cityCouncil,29,schoolDistrict,25
cityCouncil,29,schoolDistrict,28
cityCouncil,29,schoolDistrict,24
cityCouncil,29,schoolDistrict,27
cityCouncil,30,schoolDistrict,28
cityCouncil,30,schoolDistrict,30
cityCouncil,30,schoolDistrict,19
cityCouncil,30,schoolDistrict,24
cityCouncil,30,schoolDistrict,27
cityCouncil,31,schoolDistrict,28
cityCouncil,31,schoolDistrict,29
cityCouncil,31,schoolDistrict,27
cityCouncil,32,schoolDistrict,19
cityCouncil,32,schoolDistrict,24
cityCouncil,32,schoolDistrict,27
cityCouncil,33,schoolDistrict,15
cityCouncil,33,schoolDistrict,13
cityCouncil,33,schoolDistrict,14
cityCouncil,34,schoolDistrict,32
cityCouncil,34,schoolDistrict,14
cityCouncil,34,schoolDistrict,16
cityCouncil,34,schoolDistrict,24
cityCouncil,35,schoolDistrict,17
cityCouncil,35,schoolDistrict,15
cityCouncil,35,schoolDistrict,13
cityCouncil,35,schoolDistrict,14
cityCouncil,36,schoolDistrict,32
cityCouncil,36,schoolDistrict,17
cityCouncil,36,schoolDistrict,13
cityCouncil,36,schoolDistrict,14
cityCouncil,36,schoolDistrict,16
cityCouncil,37,schoolDistrict,23
cityCouncil,37,schoolDistrict,32
cityCouncil,37,schoolDistrict,19
cityCouncil,37,schoolDistrict,24
cityCouncil,37,schoolDistrict,27
cityCouncil,38,schoolDistrict,15
cityCouncil,38,schoolDistrict,20
cityCouncil,39,schoolDistrict,17
cityCouncil,39,schoolDistrict,15
cityCouncil,39,schoolDistrict,13
cityCouncil,39,schoolDistrict,20
cityCouncil,39,schoolDistrict,22
cityCouncil,40,schoolDistrict,18
cityCouncil,40,schoolDistrict,17
cityCouncil,40,schoolDistrict,15
cityCouncil,40,schoolDistrict,20
cityCouncil,40,schoolDistrict,22
cityCouncil,41,schoolDistrict,18
cityCouncil,41,schoolDistrict,23
cityCouncil,41,schoolDistrict,32
cityCouncil,41,schoolDistrict,17
cityCouncil,41,schoolDistrict,16
cityCouncil,42,schoolDistrict,18
cityCouncil,42,schoolDistrict,23
cityCouncil,42,schoolDistrict,19
cityCouncil,42,schoolDistrict,27
cityCouncil,43,schoolDistrict,21
cityCouncil,43,schoolDistrict,20
cityCouncil,44,schoolDistrict,21
cityCouncil,44,schoolDistrict,15
cityCouncil,44,schoolDistrict,20
cityCouncil,44,schoolDistrict,22
cityCouncil,45,schoolDistrict,18
cityCouncil,45,schoolDistrict,21
cityCouncil,45,schoolDistrict,17
cityCouncil,45,schoolDistrict,22
cityCouncil,46,schoolDistrict,18
cityCouncil,46,schoolDistrict,22
cityCouncil,46,schoolDistrict,19
cityCouncil,47,schoolDistrict,21
cityCouncil,47,schoolDistrict,20
cityCouncil,48,schoolDistrict,21
cityCouncil,48,schoolDistrict,22
cityCouncil,49,schoolDistrict,31
cityCouncil,50,schoolDistrict,31
cityCouncil,51,schoolDistrict,31
fireCompany,1,communityDistrict,104
fireCompany,1,communityDistrict,105
fireCompany,10,communityDistrict,101
fireCompany,14,communityDistrict,105
fireCompany,14,communityDistrict,106
fireCompany,15,communityDistrict,103
fireCompany,151,communityDistrict,503
fireCompany,152,communityDistrict,501
fireCompany,152,communityDistrict,502
fireCompany,152,communityDistrict,595
fireCompany,153,communityDistrict,501
fireCompany,153,communityDistrict,502
fireCompany,155,communityDistrict,501
fireCompany,156,communityDistrict,501
fireCompany,157,communityDistrict,501
fireCompany,158,communityDistrict,501
fireCompany,158,communityDistrict,502
fireCompany,159,communityDistrict,502
fireCompany,159,communityDistrict,595
fireCompany,16,communityDistrict,105
fireCompany,16,communityDistrict,106
fireCompany,160,communityDistrict,501
fireCompany,160,communityDistrict,502
fireCompany,161,communityDistrict,502
fireCompany,161,communityDistrict,595
fireCompany,162,communityDistrict,503
fireCompany,162,communityDistrict,595
fireCompany,163,communityDistrict,502
fireCompany,164,communityDistrict,503
fireCompany,165,communityDistrict,502
fireCompany,165,communityDistrict,503
fireCompany,165,communityDistrict,595
fireCompany,166,communityDistrict,501
fireCompany,166,communityDistrict,502
fireCompany,167,communityDistrict,502
fireCompany,167,communityDistrict,503
fireCompany,168,communityDistrict,503
fireCompany,201,communityDistrict,307
fireCompany,201,communityDistrict,312
fireCompany,202,communityDistrict,306
fireCompany,205,communityDistrict,302
fireCompany,206,communityDistrict,301
fireCompany,207,communityDistrict,301
fireCompany,207,communityDistrict,302
fireCompany,21,communityDistrict,105
fireCompany,21,communityDistrict,106
fireCompany,210,communityDistrict,302
fireCompany,210,communityDistrict,303
fireCompany,211,communityDistrict,301
fireCompany,211,communityDistrict,302
fireCompany,214,communityDistrict,303
fireCompany,216,communityDistrict,301
fireCompany,217,communityDistrict,303
fireCompany,217,communityDistrict,304
fireCompany,218,communityDistrict,304
fireCompany,219,communityDistrict,302
fireCompany,219,communityDistrict,303
fireCompany,219,communityDistrict,308
fireCompany,22,communityDistrict,108
fireCompany,22,communityDistrict,164
fireCompany,220,communityDistrict,306
fireCompany,220,communityDistrict,307
fireCompany,220,communityDistrict,309
fireCompany,220,communityDistrict,314
fireCompany,220,communityDistrict,355
fireCompany,221,communityDistrict,301
fireCompany,222,communityDistrict,303
fireCompany,224,communityDistrict,302
fireCompany,224,communityDistrict,306
fireCompany,225,communityDistrict,305
fireCompany,226,communityDistrict,302
fireCompany,226,communityDistrict,306
fireCompany,227,communityDistrict,316
fireCompany,228,communityDistrict,307
fireCompany,229,communityDistrict,301
fireCompany,23,communityDistrict,104
fireCompany,23,communityDistrict,105
fireCompany,230,communityDistrict,301
fireCompany,230,communityDistrict,303
fireCompany,231,communityDistrict,305
fireCompany,231,communityDistrict,316
fireCompany,233,communityDistrict,304
fireCompany,233,communityDistrict,305
fireCompany,233,communityDistrict,316
fireCompany,234,communityDistrict,303
fireCompany,234,communityDistrict,308
fireCompany,234,communityDistrict,309
fireCompany,235,communityDistrict,303
fireCompany,236,communityDistrict,305
fireCompany,236,communityDistrict,409
fireCompany,237,communityDistrict,301
fireCompany,237,communityDistrict,304
fireCompany,237,communityDistrict,405
fireCompany,238,communityDistrict,301
fireCompany,239,communityDistrict,306
fireCompany,239,communityDistrict,307
fireCompany,24,communityDistrict,102
fireCompany,240,communityDistrict,307
fireCompany,240,communityDistrict,312
fireCompany,240,communityDistrict,314
fireCompany,240,communityDistrict,355
fireCompany,241,communityDistrict,307
fireCompany,241,communityDistrict,310
fireCompany,242,communityDistrict,310
fireCompany,242,communityDistrict,311
fireCompany,243,communityDistrict,311
fireCompany,245,communityDistrict,313
fireCompany,245,communityDistrict,315
fireCompany,246,communityDistrict,315
fireCompany,247,communityDistrict,310
fireCompany,247,communityDistrict,311
fireCompany,247,communityDistrict,312
fireCompany,248,communityDistrict,314
fireCompany,248,communityDistrict,317
fireCompany,249,communityDistrict,309
fireCompany,249,communityDistrict,355
fireCompany,250,communityDistrict,312
fireCompany,250,communityDistrict,314
fireCompany,251,communityDistrict,411
fireCompany,251,communityDistrict,413
